user_id,session_id,session_date,session_time,device_type,user_segment,acquisition_channel,step_1_app_open,step_2_browse_menu,step_3_add_to_cart,step_4_checkout,step_5_payment,session_duration_minutes,order_value
user_000038,sess_20240101_000038,2024-01-12,05:47:00,Android,Returning,Email,1,1,0,0,0,5,
user_000039,sess_20240101_000039,2024-01-22,02:42:00,Android,New,Organic,1,1,0,0,0,7,
user_000040,sess_20240101_000040,2024-01-25,15:36:00,Android,New,Referral,1,1,1,0,0,6,
user_000041,sess_20240101_000041,2024-01-19,11:38:00,iOS,Returning,Email,1,1,0,0,0,2,
user_000042,sess_20240101_000042,2024-01-06,09:46:00,Android,Returning,Organic,1,1,1,0,0,7,
user_000043,sess_20240101_000043,2024-01-11,08:01:00,Android,New,Organic,1,0,0,0,0,4,
user_000044,sess_20240101_000044,2024-01-04,13:17:00,iOS,VIP,Organic,1,1,1,0,0,1,
user_000045,sess_20240101_000045,2024-01-03,21:06:00,Android,Returning,Email,1,1,1,1,1,11,41.71
user_000046,sess_20240101_000046,2024-01-30,12:15:00,Android,New,Organic,1,0,0,0,0,7,
user_000047,sess_20240101_000047,2024-01-21,13:10:00,iOS,New,Organic,1,0,0,0,0,1,
user_000048,sess_20240101_000048,2024-01-26,14:00:00,Android,Returning,Organic,1,1,0,0,0,2,
user_000049,sess_20240101_000049,2024-01-08,02:35:00,iOS,Returning,Paid Social,1,1,1,1,0,8,
user_000050,sess_20240101_000050,2024-01-16,15:31:00,iOS,New,Email,1,1,0,0,0,2,
user_000051,sess_20240101_000051,2024-01-09,00:22:00,iOS,Returning,Paid Social,1,0,0,0,0,8,
user_000052,sess_20240101_000052,2024-01-11,11:09:00,Android,New,Paid Social,1,0,0,0,0,3,
user_000053,sess_20240101_000053,2024-01-03,05:42:00,iOS,Returning,Email,1,1,1,0,0,2,
user_000054,sess_20240101_000054,2024-01-29,02:46:00,Android,Returning,Referral,1,1,1,0,0,7,
user_000055,sess_20240101_000055,2024-01-26,11:41:00,Android,Returning,Organic,1,1,1,0,0,4,
user_000056,sess_20240101_000056,2024-01-10,07:18:00,Android,Returning,Organic,1,1,0,0,0,6,
user_000057,sess_20240101_000057,2024-01-23,16:13:00,Android,VIP,Email,1,1,1,0,0,4,
user_000058,sess_20240101_000058,2024-01-17,21:41:00,iOS,New,Referral,1,1,1,0,0,1,
user_000059,sess_20240101_000059,2024-01-07,08:11:00,iOS,New,Referral,1,1,1,0,0,4,
user_000060,sess_20240101_000060,2024-01-11,01:14:00,iOS,New,Organic,1,1,1,0,0,1,
user_000061,sess_20240101_000061,2024-01-30,17:13:00,iOS,VIP,Organic,1,1,1,0,0,7,
user_000062,sess_20240101_000062,2024-01-22,08:44:00,iOS,Returning,Email,1,1,0,0,0,2,
user_000063,sess_20240101_000063,2024-01-18,03:41:00,Android,New,Organic,1,1,0,0,0,9,
user_000064,sess_20240101_000064,2024-01-02,13:05:00,iOS,New,Organic,1,0,0,0,0,4,
user_000065,sess_20240101_000065,2024-01-07,00:58:00,iOS,Returning,Organic,1,1,1,0,0,7,
user_000066,sess_20240101_000066,2024-01-14,07:44:00,Android,VIP,Email,1,1,0,0,0,3,
user_000067,sess_20240101_000067,2024-01-14,19:17:00,iOS,Returning,Organic,1,1,0,0,0,6,
user_000068,sess_20240101_000068,2024-01-01,13:31:00,Android,New,Email,1,1,1,0,0,1,
user_000069,sess_20240101_000069,2024-01-26,16:00:00,iOS,Returning,Email,1,1,0,0,0,6,
user_000070,sess_20240101_000070,2024-01-26,13:33:00,iOS,VIP,Organic,1,0,0,0,0,8,
user_000071,sess_20240101_000071,2024-01-05,12:31:00,iOS,Returning,Referral,1,0,0,0,0,7,
user_000072,sess_20240101_000072,2024-01-27,19:49:00,Android,VIP,Referral,1,1,0,0,0,5,
user_000073,sess_20240101_000073,2024-01-13,14:59:00,iOS,Returning,Paid Social,1,1,0,0,0,1,
user_000074,sess_20240101_000074,2024-01-24,12:55:00,Android,New,Paid Social,1,0,0,0,0,4,
user_000075,sess_20240101_000075,2024-01-03,15:06:00,Android,New,Paid Social,1,1,1,1,0,2,
user_000076,sess_20240101_000076,2024-01-09,08:37:00,iOS,New,Referral,1,1,0,0,0,1,
user_000077,sess_20240101_000077,2024-01-15,21:25:00,Android,Returning,Paid Social,1,1,1,0,0,6,
user_000078,sess_20240101_000078,2024-01-08,15:40:00,iOS,New,Organic,1,1,1,0,0,1,
user_000079,sess_20240101_000079,2024-01-10,00:40:00,Android,New,Paid Social,1,1,1,1,0,3,
user_000080,sess_20240101_000080,2024-01-02,02:22:00,iOS,Returning,Organic,1,1,0,0,0,6,
user_000081,sess_20240101_000081,2024-01-16,14:31:00,iOS,New,Referral,1,1,0,0,0,8,
user_000082,sess_20240101_000082,2024-01-12,17:51:00,iOS,Returning,Email,1,1,0,0,0,5,
user_000083,sess_20240101_000083,2024-01-20,14:07:00,iOS,New,Organic,1,0,0,0,0,6,
user_000084,sess_20240101_000084,2024-01-13,02:36:00,Android,New,Organic,1,0,0,0,0,3,
user_000085,sess_20240101_000085,2024-01-01,13:46:00,Android,Returning,Organic,1,1,0,0,0,4,
user_000086,sess_20240101_000086,2024-01-14,23:13:00,iOS,Returning,Paid Social,1,1,1,0,0,4,
user_000087,sess_20240101_000087,2024-01-12,21:38:00,Android,Returning,Referral,1,1,0,0,0,7,
user_000088,sess_20240101_000088,2024-01-26,09:52:00,iOS,Returning,Referral,1,1,1,0,0,5,
user_000089,sess_20240101_000089,2024-01-22,19:00:00,Android,Returning,Organic,1,1,1,0,0,9,
user_000090,sess_20240101_000090,2024-01-18,22:03:00,iOS,Returning,Organic,1,0,0,0,0,6,
user_000091,sess_20240101_000091,2024-01-10,04:32:00,iOS,New,Referral,1,1,1,0,0,3,
user_000092,sess_20240101_000092,2024-01-07,14:42:00,Android,Returning,Email,1,1,1,0,0,8,
user_000093,sess_20240101_000093,2024-01-16,14:11:00,Android,VIP,Referral,1,1,1,0,0,10,
user_000094,sess_20240101_000094,2024-01-07,10:28:00,Android,Returning,Organic,1,1,1,0,0,5,
user_000095,sess_20240101_000095,2024-01-29,18:02:00,Android,New,Email,1,1,1,0,0,1,
user_000096,sess_20240101_000096,2024-01-11,08:11:00,iOS,New,Referral,1,0,0,0,0,3,
user_000097,sess_20240101_000097,2024-01-23,18:54:00,iOS,New,Paid Social,1,1,1,0,0,7,
user_000098,sess_20240101_000098,2024-01-15,12:27:00,Android,New,Referral,1,1,0,0,0,1,
user_000099,sess_20240101_000099,2024-01-18,19:22:00,iOS,Returning,Organic,1,1,0,0,0,2,
user_000100,sess_20240101_000100,2024-01-01,21:31:00,Android,Returning,Email,1,1,0,0,0,1,
user_000101,sess_20240101_000101,2024-01-04,14:14:00,iOS,New,Email,1,1,0,0,0,2,
user_000102,sess_20240101_000102,2024-01-09,11:27:00,iOS,New,Organic,1,1,1,0,0,1,
user_000103,sess_20240101_000103,2024-01-05,15:08:00,Android,Returning,Paid Social,1,1,0,0,0,6,
user_000104,sess_20240101_000104,2024-01-07,03:48:00,Android,Returning,Paid Social,1,1,0,0,0,6,
user_000105,sess_20240101_000105,2024-01-26,02:56:00,iOS,New,Referral,1,1,1,0,0,9,
user_000106,sess_20240101_000106,2024-01-25,21:15:00,iOS,VIP,Email,1,1,0,0,0,3,
user_000107,sess_20240101_000107,2024-01-02,16:28:00,Android,Returning,Referral,1,1,1,1,0,1,
user_000108,sess_20240101_000108,2024-01-21,22:13:00,iOS,New,Paid Social,1,0,0,0,0,6,
user_000109,sess_20240101_000109,2024-01-21,07:20:00,iOS,Returning,Organic,1,1,1,1,0,1,
user_000110,sess_20240101_000110,2024-01-02,00:10:00,iOS,New,Email,1,0,0,0,0,1,
user_000111,sess_20240101_000111,2024-01-24,19:27:00,iOS,Returning,Paid Social,1,0,0,0,0,7,
user_000112,sess_20240101_000112,2024-01-21,11:03:00,iOS,VIP,Organic,1,1,1,1,0,4,
user_000113,sess_20240101_000113,2024-01-30,23:08:00,Android,New,Referral,1,1,0,0,0,3,
user_000114,sess_20240101_000114,2024-01-12,18:05:00,iOS,Returning,Referral,1,1,1,0,0,6,
user_000115,sess_20240101_000115,2024-01-31,13:24:00,Android,Returning,Organic,1,0,0,0,0,5,
user_000116,sess_20240101_000116,2024-01-27,06:19:00,Android,New,Organic,1,0,0,0,0,3,
user_000117,sess_20240101_000117,2024-01-10,15:19:00,Android,Returning,Referral,1,0,0,0,0,7,
user_000118,sess_20240101_000118,2024-01-23,20:49:00,iOS,Returning,Referral,1,0,0,0,0,1,
user_000119,sess_20240101_000119,2024-01-22,19:37:00,Android,Returning,Email,1,0,0,0,0,1,
user_000120,sess_20240101_000120,2024-01-25,17:11:00,iOS,New,Paid Social,1,1,0,0,0,1,
user_000121,sess_20240101_000121,2024-01-13,04:22:00,iOS,Returning,Email,1,1,0,0,0,1,
user_000122,sess_20240101_000122,2024-01-27,04:56:00,iOS,Returning,Organic,1,1,1,0,0,3,
user_000123,sess_20240101_000123,2024-01-16,21:24:00,iOS,Returning,Organic,1,1,0,0,0,3,
user_000124,sess_20240101_000124,2024-01-19,19:04:00,Android,VIP,Paid Social,1,1,0,0,0,7,
user_000125,sess_20240101_000125,2024-01-16,01:29:00,iOS,Returning,Organic,1,1,1,0,0,9,
user_000126,sess_20240101_000126,2024-01-07,04:00:00,iOS,Returning,Email,1,1,1,1,1,9,67.87
user_000127,sess_20240101_000127,2024-01-04,11:06:00,Android,VIP,Organic,1,1,0,0,0,7,
user_000128,sess_20240101_000128,2024-01-07,11:18:00,Android,New,Organic,1,1,0,0,0,8,
user_000129,sess_20240101_000129,2024-01-02,08:20:00,iOS,New,Email,1,1,0,0,0,9,
user_000130,sess_20240101_000130,2024-01-30,21:09:00,Android,New,Email,1,1,0,0,0,2,
user_000131,sess_20240101_000131,2024-01-09,00:37:00,iOS,New,Referral,1,1,1,1,1,19,25.25
user_000132,sess_20240101_000132,2024-01-22,03:13:00,Android,Returning,Organic,1,1,1,0,0,1,
user_000133,sess_20240101_000133,2024-01-14,20:05:00,iOS,Returning,Referral,1,1,1,0,0,13,
user_000134,sess_20240101_000134,2024-01-08,01:15:00,Android,New,Paid Social,1,0,0,0,0,4,
user_000135,sess_20240101_000135,2024-01-30,05:06:00,Android,Returning,Email,1,1,1,0,0,5,
user_000136,sess_20240101_000136,2024-01-13,04:25:00,Android,Returning,Referral,1,1,1,1,0,8,
user_000137,sess_20240101_000137,2024-01-17,00:26:00,iOS,VIP,Email,1,1,0,0,0,1,
user_000138,sess_20240101_000138,2024-01-01,21:30:00,Android,Returning,Organic,1,1,1,0,0,2,
user_000139,sess_20240101_000139,2024-01-24,19:51:00,iOS,New,Organic,1,0,0,0,0,5,
user_000140,sess_20240101_000140,2024-01-15,08:13:00,Android,VIP,Referral,1,0,0,0,0,1,
user_000141,sess_20240101_000141,2024-01-23,04:46:00,Android,New,Referral,1,1,0,0,0,6,
user_000142,sess_20240101_000142,2024-01-11,20:05:00,iOS,VIP,Referral,1,1,0,0,0,2,
user_000143,sess_20240101_000143,2024-01-08,23:54:00,iOS,New,Paid Social,1,0,0,0,0,3,
user_000144,sess_20240101_000144,2024-01-21,15:04:00,Android,VIP,Email,1,1,1,0,0,5,
user_000145,sess_20240101_000145,2024-01-06,05:30:00,iOS,Returning,Organic,1,1,1,0,0,4,
user_000146,sess_20240101_000146,2024-01-03,11:38:00,iOS,New,Email,1,1,0,0,0,8,
user_000147,sess_20240101_000147,2024-01-25,07:57:00,iOS,New,Organic,1,1,0,0,0,2,
user_000148,sess_20240101_000148,2024-01-09,16:12:00,iOS,Returning,Organic,1,1,0,0,0,5,
user_000149,sess_20240101_000149,2024-01-03,06:18:00,Android,VIP,Organic,1,1,1,1,1,10,78.44
user_000150,sess_20240101_000150,2024-01-27,15:01:00,Android,New,Referral,1,1,1,0,0,3,
user_000151,sess_20240101_000151,2024-01-27,19:16:00,iOS,Returning,Referral,1,1,0,0,0,2,
user_000152,sess_20240101_000152,2024-01-09,12:54:00,Android,VIP,Organic,1,0,0,0,0,3,
user_000153,sess_20240101_000153,2024-01-09,04:22:00,iOS,Returning,Referral,1,1,0,0,0,13,
user_000154,sess_20240101_000154,2024-01-11,03:21:00,iOS,Returning,Referral,1,1,0,0,0,3,
user_000155,sess_20240101_000155,2024-01-24,05:30:00,iOS,New,Referral,1,1,0,0,0,3,
user_000156,sess_20240101_000156,2024-01-12,21:42:00,Android,Returning,Paid Social,1,0,0,0,0,2,
user_000157,sess_20240101_000157,2024-01-17,17:34:00,iOS,New,Paid Social,1,0,0,0,0,4,
user_000158,sess_20240101_000158,2024-01-28,22:37:00,Android,VIP,Paid Social,1,1,0,0,0,7,
user_000159,sess_20240101_000159,2024-01-22,12:00:00,iOS,Returning,Organic,1,1,0,0,0,4,
user_000160,sess_20240101_000160,2024-01-10,05:15:00,Android,Returning,Referral,1,1,1,0,0,4,
user_000161,sess_20240101_000161,2024-01-23,04:31:00,Android,New,Email,1,1,0,0,0,1,
user_000162,sess_20240101_000162,2024-01-22,17:43:00,iOS,Returning,Organic,1,1,1,1,0,6,
user_000163,sess_20240101_000163,2024-01-08,09:02:00,Android,New,Referral,1,1,1,0,0,5,
user_000164,sess_20240101_000164,2024-01-06,21:40:00,iOS,New,Paid Social,1,0,0,0,0,6,
user_000165,sess_20240101_000165,2024-01-10,12:13:00,Android,Returning,Email,1,1,0,0,0,1,
user_000166,sess_20240101_000166,2024-01-14,15:55:00,iOS,Returning,Paid Social,1,0,0,0,0,4,
user_000167,sess_20240101_000167,2024-01-27,06:51:00,iOS,New,Paid Social,1,0,0,0,0,3,
user_000168,sess_20240101_000168,2024-01-11,15:21:00,Android,New,Referral,1,0,0,0,0,3,
user_000169,sess_20240101_000169,2024-01-03,02:35:00,Android,New,Organic,1,0,0,0,0,3,
user_000170,sess_20240101_000170,2024-01-09,16:44:00,Android,New,Email,1,1,0,0,0,5,
user_000171,sess_20240101_000171,2024-01-14,02:57:00,iOS,New,Paid Social,1,0,0,0,0,2,
user_000172,sess_20240101_000172,2024-01-08,11:18:00,iOS,Returning,Organic,1,1,1,0,0,5,
user_000173,sess_20240101_000173,2024-01-07,16:37:00,iOS,Returning,Email,1,1,0,0,0,4,
user_000174,sess_20240101_000174,2024-01-03,20:25:00,Android,New,Organic,1,1,1,0,0,6,
user_000175,sess_20240101_000175,2024-01-04,22:32:00,iOS,Returning,Paid Social,1,1,0,0,0,3,
user_000176,sess_20240101_000176,2024-01-02,07:06:00,iOS,VIP,Organic,1,1,1,1,0,7,
user_000177,sess_20240101_000177,2024-01-06,14:48:00,iOS,Returning,Referral,1,1,1,1,1,28,74.43
user_000178,sess_20240101_000178,2024-01-28,06:43:00,Android,New,Email,1,1,0,0,0,1,
user_000179,sess_20240101_000179,2024-01-04,17:42:00,iOS,New,Email,1,1,1,1,0,3,
user_000180,sess_20240101_000180,2024-01-17,08:28:00,iOS,VIP,Email,1,1,0,0,0,3,
user_000181,sess_20240101_000181,2024-01-14,11:02:00,iOS,New,Email,1,1,0,0,0,9,
user_000182,sess_20240101_000182,2024-01-12,03:16:00,iOS,New,Organic,1,0,0,0,0,7,
user_000183,sess_20240101_000183,2024-01-18,16:17:00,Android,VIP,Organic,1,1,1,0,0,10,
user_000184,sess_20240101_000184,2024-01-13,19:44:00,iOS,Returning,Paid Social,1,1,0,0,0,1,
user_000185,sess_20240101_000185,2024-01-03,01:32:00,Android,Returning,Email,1,1,1,0,0,3,
user_000186,sess_20240101_000186,2024-01-25,03:12:00,Android,New,Paid Social,1,1,0,0,0,3,
user_000187,sess_20240101_000187,2024-01-02,13:27:00,iOS,Returning,Paid Social,1,0,0,0,0,6,
user_000188,sess_20240101_000188,2024-01-27,00:32:00,Android,Returning,Paid Social,1,1,1,0,0,5,
user_000189,sess_20240101_000189,2024-01-08,11:57:00,iOS,Returning,Organic,1,1,1,1,0,5,
user_000190,sess_20240101_000190,2024-01-19,05:42:00,Android,New,Referral,1,0,0,0,0,4,
user_000191,sess_20240101_000191,2024-01-09,16:48:00,Android,New,Email,1,1,0,0,0,4,
user_000192,sess_20240101_000192,2024-01-22,09:03:00,iOS,New,Organic,1,0,0,0,0,6,
user_000193,sess_20240101_000193,2024-01-29,19:59:00,Android,Returning,Organic,1,1,1,1,0,3,
user_000194,sess_20240101_000194,2024-01-17,22:18:00,iOS,Returning,Paid Social,1,1,0,0,0,3,
user_000195,sess_20240101_000195,2024-01-01,00:05:00,iOS,Returning,Referral,1,1,0,0,0,1,
user_000196,sess_20240101_000196,2024-01-10,01:35:00,Android,Returning,Email,1,1,0,0,0,6,
user_000197,sess_20240101_000197,2024-01-11,11:33:00,iOS,Returning,Referral,1,1,0,0,0,2,
user_000198,sess_20240101_000198,2024-01-15,08:29:00,Android,VIP,Email,1,1,1,0,0,9,
user_000199,sess_20240101_000199,2024-01-16,13:40:00,Android,New,Paid Social,1,1,0,0,0,1,
user_000200,sess_20240101_000200,2024-01-17,13:35:00,Android,New,Email,1,0,0,0,0,2,
user_000201,sess_20240101_000201,2024-01-09,16:12:00,Android,VIP,Paid Social,1,0,0,0,0,3,
user_000202,sess_20240101_000202,2024-01-01,17:56:00,Android,New,Paid Social,1,1,0,0,0,8,
user_000203,sess_20240101_000203,2024-01-10,22:18:00,iOS,Returning,Paid Social,1,1,0,0,0,1,
user_000204,sess_20240101_000204,2024-01-03,07:14:00,Android,New,Email,1,1,1,0,0,7,
user_000205,sess_20240101_000205,2024-01-11,04:26:00,iOS,Returning,Organic,1,1,0,0,0,1,
user_000206,sess_20240101_000206,2024-01-05,07:10:00,Android,New,Email,1,1,0,0,0,9,
user_000207,sess_20240101_000207,2024-01-02,07:32:00,iOS,Returning,Referral,1,1,1,0,0,8,
user_000208,sess_20240101_000208,2024-01-10,01:17:00,iOS,New,Referral,1,1,1,0,0,5,
user_000209,sess_20240101_000209,2024-01-15,22:52:00,iOS,New,Paid Social,1,1,1,1,0,7,
user_000210,sess_20240101_000210,2024-01-09,08:27:00,Android,New,Paid Social,1,0,0,0,0,8,
user_000211,sess_20240101_000211,2024-01-06,18:00:00,iOS,VIP,Organic,1,1,1,1,1,8,93.61
user_000212,sess_20240101_000212,2024-01-09,19:11:00,iOS,Returning,Email,1,1,0,0,0,1,
user_000213,sess_20240101_000213,2024-01-21,15:24:00,Android,New,Organic,1,1,0,0,0,3,
user_000214,sess_20240101_000214,2024-01-22,01:07:00,iOS,Returning,Referral,1,1,0,0,0,3,
user_000215,sess_20240101_000215,2024-01-21,04:56:00,iOS,Returning,Organic,1,1,0,0,0,1,
user_000216,sess_20240101_000216,2024-01-25,15:08:00,Android,New,Paid Social,1,0,0,0,0,2,
user_000217,sess_20240101_000217,2024-01-09,07:48:00,Android,New,Email,1,1,1,1,0,4,
user_000218,sess_20240101_000218,2024-01-05,11:35:00,iOS,New,Referral,1,0,0,0,0,1,
user_000219,sess_20240101_000219,2024-01-12,00:54:00,Android,New,Paid Social,1,0,0,0,0,6,
user_000220,sess_20240101_000220,2024-01-03,02:43:00,Android,New,Organic,1,1,1,0,0,2,
user_000221,sess_20240101_000221,2024-01-12,06:57:00,iOS,New,Organic,1,1,0,0,0,3,
user_000222,sess_20240101_000222,2024-01-27,02:10:00,Android,New,Email,1,0,0,0,0,5,
user_000223,sess_20240101_000223,2024-01-10,03:22:00,Android,VIP,Organic,1,1,1,0,0,4,
user_000224,sess_20240101_000224,2024-01-19,03:18:00,Android,Returning,Paid Social,1,1,1,0,0,3,
user_000225,sess_20240101_000225,2024-01-27,11:35:00,iOS,Returning,Paid Social,1,1,1,0,0,1,
user_000226,sess_20240101_000226,2024-01-27,01:01:00,iOS,Returning,Organic,1,1,1,0,0,6,
user_000227,sess_20240101_000227,2024-01-31,22:53:00,Android,VIP,Paid Social,1,1,1,1,1,15,78.55
user_000228,sess_20240101_000228,2024-01-07,02:35:00,Android,New,Referral,1,0,0,0,0,5,
user_000229,sess_20240101_000229,2024-01-06,21:13:00,Android,New,Email,1,1,0,0,0,7,
user_000230,sess_20240101_000230,2024-01-02,20:37:00,Android,VIP,Organic,1,1,0,0,0,9,
user_000231,sess_20240101_000231,2024-01-03,15:37:00,iOS,VIP,Organic,1,1,1,1,0,1,
user_000232,sess_20240101_000232,2024-01-30,18:17:00,Android,New,Paid Social,1,1,0,0,0,5,
user_000233,sess_20240101_000233,2024-01-20,09:32:00,iOS,Returning,Referral,1,0,0,0,0,11,
user_000234,sess_20240101_000234,2024-01-05,04:16:00,Android,Returning,Email,1,0,0,0,0,1,
user_000235,sess_20240101_000235,2024-01-16,09:55:00,iOS,New,Referral,1,1,1,0,0,3,
user_000236,sess_20240101_000236,2024-01-17,22:17:00,iOS,New,Organic,1,1,0,0,0,4,
user_000237,sess_20240101_000237,2024-01-12,11:58:00,Android,VIP,Email,1,1,1,0,0,4,
user_000238,sess_20240101_000238,2024-01-04,13:37:00,iOS,New,Paid Social,1,1,0,0,0,1,
user_000239,sess_20240101_000239,2024-01-15,13:19:00,iOS,New,Organic,1,1,0,0,0,7,
user_000240,sess_20240101_000240,2024-01-20,05:06:00,iOS,Returning,Paid Social,1,0,0,0,0,3,
user_000241,sess_20240101_000241,2024-01-07,12:54:00,iOS,VIP,Organic,1,1,1,1,1,8,58.27
user_000242,sess_20240101_000242,2024-01-28,19:48:00,Android,New,Referral,1,1,1,1,0,3,
user_000243,sess_20240101_000243,2024-01-05,20:13:00,Android,Returning,Referral,1,0,0,0,0,3,
user_000244,sess_20240101_000244,2024-01-14,03:41:00,Android,New,Referral,1,1,1,1,0,3,
user_000245,sess_20240101_000245,2024-01-12,06:15:00,Android,New,Paid Social,1,1,0,0,0,4,
user_000246,sess_20240101_000246,2024-01-07,20:28:00,iOS,VIP,Referral,1,1,0,0,0,2,
user_000247,sess_20240101_000247,2024-01-04,03:08:00,iOS,Returning,Organic,1,1,1,0,0,1,
user_000248,sess_20240101_000248,2024-01-03,12:51:00,Android,New,Organic,1,1,0,0,0,5,
user_000249,sess_20240101_000249,2024-01-01,17:54:00,iOS,VIP,Email,1,1,0,0,0,5,
user_000250,sess_20240101_000250,2024-01-07,04:41:00,Android,VIP,Referral,1,0,0,0,0,3,
user_000251,sess_20240101_000251,2024-01-21,10:47:00,iOS,VIP,Paid Social,1,1,1,0,0,9,
user_000252,sess_20240101_000252,2024-01-17,16:37:00,Android,Returning,Email,1,1,1,0,0,2,
user_000253,sess_20240101_000253,2024-01-02,05:34:00,iOS,New,Paid Social,1,1,0,0,0,7,
user_000254,sess_20240101_000254,2024-01-06,23:54:00,iOS,New,Referral,1,1,0,0,0,1,
user_000255,sess_20240101_000255,2024-01-05,03:17:00,iOS,Returning,Email,1,0,0,0,0,1,
user_000256,sess_20240101_000256,2024-01-28,01:05:00,iOS,New,Organic,1,0,0,0,0,4,
user_000257,sess_20240101_000257,2024-01-30,16:39:00,Android,Returning,Email,1,1,0,0,0,1,
user_000258,sess_20240101_000258,2024-01-13,07:26:00,Android,New,Organic,1,1,0,0,0,1,
user_000259,sess_20240101_000259,2024-01-26,11:15:00,Android,Returning,Organic,1,0,0,0,0,5,
user_000260,sess_20240101_000260,2024-01-21,12:35:00,iOS,Returning,Referral,1,1,0,0,0,4,
user_000261,sess_20240101_000261,2024-01-15,15:46:00,Android,New,Referral,1,1,1,0,0,5,
user_000262,sess_20240101_000262,2024-01-18,07:12:00,Android,Returning,Paid Social,1,1,0,0,0,1,
user_000263,sess_20240101_000263,2024-01-09,13:13:00,iOS,Returning,Organic,1,0,0,0,0,3,
user_000264,sess_20240101_000264,2024-01-17,15:14:00,iOS,Returning,Organic,1,1,1,1,0,5,
user_000265,sess_20240101_000265,2024-01-02,21:20:00,iOS,VIP,Organic,1,1,0,0,0,1,
